order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,purchase_to_approval_days,approval_to_carrier_days,transport_days,total_fulfillment_days,delay_days,is_delayed,early_days,delay_days_positive,review_score,review_creation_date,review_answer_timestamp,customer_state,customer_city,customer_zip_code_prefix,payment_value_total,payment_installments_max,payment_installments_mean,payment_type_primary,payment_type_nunique,payment_records,item_count,seller_count,seller_state_count,product_count,category_count,price_total,freight_total,weight_total_g,volume_total_cm3,item_price_mean,freight_mean,top_category,order_cost_total,freight_ratio,is_low_score,is_high_score,is_multi_seller,is_multi_item,has_installment,purchase_to_approval_days_w,approval_to_carrier_days_w,transport_days_w,total_fulfillment_days_w,delay_days_positive_w,price_total_w,freight_total_w,order_cost_total_w,weight_total_g_w,volume_total_cm3_w,freight_ratio_w,payment_value_total_w,order_complexity_index,complexity_level,delay_bucket,payment_value_bucket
df9deeb3f35f5f1f50697012b7bab129,22f376753863f196880ee0a11aead3e1,delivered,2018-01-13 13:36:23,2018-01-16 04:31:07,2018-01-19 01:58:40,2018-02-02 01:06:08,2018-03-02,2.6213425925925926,2.8941319444444447,13.96351851851852,19.478993055555556,-28.0,0,28.0,0.0,4.0,2018-01-31 00:00:00,2018-02-01 21:46:03,ES,linhares,29901,165.54,1.0,1.0,boleto,1.0,1.0,1,1,1,1,1,107.0,58.54,3700.0,5250.0,107.0,58.54,auto,165.54,0.3536305424670775,0,1,0,0,0,2.6213425925925926,2.8941319444444447,13.96351851851852,19.478993055555556,0.0,107.0,58.54,165.54,3700.0,5250.0,0.3536305424670775,165.54,-0.1944,Q2,On-time,Q4
86f17666da93e1222e06113554a58969,084c1d1c127b9d9cd7ef20e22a3dbd0a,delivered,2017-03-22 23:53:49,2017-03-22 23:53:49,2017-03-23 15:02:16,2017-04-03 15:06:53,2017-04-12,0.0,0.6308680555555556,11.003206018518519,11.634074074074075,-9.0,0,9.0,0.0,5.0,2017-04-04 00:00:00,2017-04-07 03:43:44,SC,rodeio,89136,285.26,8.0,8.0,credit_card,1.0,1.0,1,1,1,1,1,269.0,16.26,158.0,1404.0,269.0,16.26,pet_shop,285.26,0.05700063100329525,0,1,0,0,1,0.0,0.6308680555555556,11.003206018518519,11.634074074074075,0.0,269.0,16.26,285.26,158.0,1404.0,0.05700063100329525,285.26,0.0216,Q3,On-time,Q5 High
bd80c61aa79867f184f4b01d69b6c03c,c4ea73d6d19fee5568c98ff9ac70ee14,delivered,2018-08-03 22:20:39,2018-08-03 22:30:14,2018-08-06 15:30:00,2018-08-08 13:22:14,2018-08-14,0.006655092592592593,2.7081712962962965,1.9112731481481482,4.626099537037037,-6.0,0,6.0,0.0,5.0,2018-08-09 00:00:00,2018-08-11 16:36:01,SP,nhandeara,15190,93.12,1.0,1.0,voucher,1.0,1.0,1,1,1,1,1,79.9,13.22,100.0,1056.0,79.9,13.22,sports_leisure,93.12,0.14196735395189003,0,1,0,0,0,0.006655092592592593,2.7081712962962965,1.9112731481481482,4.626099537037037,0.0,79.9,13.22,93.12,100.0,1056.0,0.14196735395189003,93.12,-0.3516,Q1 Low,On-time,Q3
ac2a908690e426e5105a42ead9dfd2b7,dbfad0a53ac126e84b2de23ed0f5b7c6,delivered,2017-06-19 08:57:29,2017-06-19 09:10:12,2017-07-04 14:13:37,2017-07-19 21:19:52,2017-07-21,0.00883101851851852,15.210706018518518,15.296006944444445,30.515543981481482,-2.0,0,2.0,0.0,5.0,2017-07-22 00:00:00,2017-07-22 23:00:54,PI,teresina,64000,185.57,6.0,6.0,credit_card,1.0,1.0,1,1,1,1,1,159.9,25.67,2200.0,24576.0,159.9,25.67,housewares,185.57,0.13833054911893086,0,1,0,0,1,0.00883101851851852,15.210706018518518,15.296006944444445,30.515543981481482,0.0,159.9,25.67,185.57,2200.0,24576.0,0.13833054911893086,185.57,0.131,Q4 High,On-time,Q4
84771b2689ba42b7b77859f32934caa5,5b01dda0bcf9b3375bc9f423b276a301,delivered,2017-11-16 19:52:55,2017-11-17 03:55:43,2017-11-22 15:58:06,2017-11-28 14:34:47,2017-12-05,0.3352777777777778,5.501655092592593,5.942141203703704,11.779074074074074,-7.0,0,7.0,0.0,5.0,2017-11-29 00:00:00,2017-11-29 21:08:02,SP,sao paulo,4883,114.74,1.0,1.0,boleto,1.0,1.0,1,1,1,1,1,89.8,24.94,4267.0,39468.0,89.8,24.94,toys,114.74,0.21736099006449366,0,1,0,0,0,0.3352777777777778,5.501655092592593,5.942141203703704,11.779074074074074,0.0,89.8,24.94,114.74,4267.0,39468.0,0.21736099006449366,114.74,0.0332,Q3,On-time,Q3
2d7112fbe786c9c56050866c853e3a7f,2a0ae78342ed766c8dfd9f7b09e300d5,delivered,2017-12-05 19:03:13,2017-12-05 19:17:31,2017-12-07 21:03:22,2017-12-11 20:16:58,2017-12-21,0.009930555555555555,2.0735069444444445,3.9677777777777776,6.051215277777778,-10.0,0,10.0,0.0,2.0,2017-12-11 00:00:00,2017-12-13 20:39:52,SP,sao paulo,2430,89.67,8.0,8.0,credit_card,1.0,1.0,1,1,1,1,1,79.9,9.77,900.0,3168.0,79.9,9.77,bed_bath_table,89.67,0.10895505743280919,1,0,0,0,1,0.009930555555555555,2.0735069444444445,3.9677777777777776,6.051215277777778,0.0,79.9,9.77,89.67,900.0,3168.0,0.10895505743280919,89.67,0.0594,Q3,On-time,Q3
768a7c234c6cd1715bde13496e5cfc26,af638847a50c6199479a15a219e1fa53,delivered,2018-02-20 23:28:18,2018-02-20 23:35:34,2018-02-22 00:15:17,2018-03-05 17:15:46,2018-03-26,0.005046296296296296,1.0275810185185186,11.708668981481482,12.741296296296296,-21.0,0,21.0,0.0,4.0,2018-03-06 00:00:00,2018-03-26 13:53:25,PE,barreiros,55560,233.83,8.0,8.0,credit_card,1.0,1.0,1,1,1,1,1,204.0,29.83,342.0,3510.0,204.0,29.83,watches_gifts,233.82999999999998,0.12757131249198136,0,1,0,0,1,0.005046296296296296,1.0275810185185186,11.708668981481482,12.741296296296296,0.0,204.0,29.83,233.82999999999998,342.0,3510.0,0.12757131249198136,233.83,0.041,Q3,On-time,Q5 High
ff5b0acaf838e06bba2881e7ea4a474c,f8367ebba926834dd754de8692e93a1c,delivered,2018-05-01 10:56:19,2018-05-03 03:52:55,2018-05-03 12:53:00,2018-05-10 21:12:35,2018-05-28,1.7059722222222222,0.37505787037037036,7.34693287037037,9.427962962962964,-18.0,0,18.0,0.0,2.0,2018-05-11 00:00:00,2018-05-12 12:39:48,RJ,barra mansa,27338,199.27,1.0,1.0,boleto,1.0,1.0,1,1,1,1,1,169.9,29.37,5000.0,16000.0,169.9,29.37,baby,199.27,0.14738796607617805,1,0,0,0,0,1.7059722222222222,0.37505787037037036,7.34693287037037,9.427962962962964,0.0,169.9,29.37,199.27,5000.0,16000.0,0.14738796607617805,199.27,-0.0818,Q3,On-time,Q4
0a791a17784db64bbc47f6b666011d9e,9c784dd2711ee49ae9ce0129ec0a1184,delivered,2017-08-02 12:32:26,2017-08-03 03:10:29,2017-08-03 16:17:38,2017-08-10 19:25:33,2017-08-24,0.6097569444444444,0.5466319444444444,7.130497685185185,8.286886574074074,-14.0,0,14.0,0.0,2.0,2017-08-11 00:00:00,2017-08-12 17:08:11,RJ,mesquita,26551,61.11,1.0,1.0,boleto,1.0,1.0,1,1,1,1,1,45.0,16.11,3150.0,33930.0,45.0,16.11,toys,61.11,0.26362297496318116,1,0,0,0,0,0.6097569444444444,0.5466319444444444,7.130497685185185,8.286886574074074,0.0,45.0,16.11,61.11,3150.0,33930.0,0.26362297496318116,61.11,-0.0412,Q3,On-time,Q2
23454aa9c9538dcfcd7a90e8a41b3ed6,0c16001ff6d159f5e4dc4da48e67905c,delivered,2017-05-25 18:19:13,2017-05-26 02:45:22,2017-05-26 08:57:48,2017-06-02 14:46:52,2017-06-21,0.35149305555555554,0.25863425925925926,7.242407407407407,7.852534722222222,-19.0,0,19.0,0.0,5.0,2017-06-03 00:00:00,2017-06-05 10:47:59,PR,chopinzinho,85560,46.59,1.0,1.0,boleto,1.0,1.0,1,1,1,1,1,31.49,15.1,300.0,8000.0,31.49,15.1,pet_shop,46.589999999999996,0.3241038849538528,0,1,0,0,0,0.35149305555555554,0.25863425925925926,7.242407407407407,7.852534722222222,0.0,31.49,15.1,46.589999999999996,300.0,8000.0,0.3241038849538528,46.59,-0.3024,Q1 Low,On-time,Q1
0db053a048333680c09114ac4f231a79,483bee82533502236b68f79d985e327c,delivered,2018-02-26 19:25:21,2018-02-26 19:35:24,2018-03-01 18:22:22,2018-04-18 20:24:31,2018-03-23,0.0069791666666666665,2.9492824074074075,48.08482638888889,51.04108796296296,26.0,1,0.0,26.0,1.0,2018-03-25 00:00:00,2018-03-27 08:59:22,RJ,nova iguacu,26083,117.04,1.0,1.0,credit_card,1.0,1.0,1,1,1,1,1,99.9,17.14,2750.0,5000.0,99.9,17.14,construction_tools_construction,117.04,0.14644565960355435,1,0,0,0,0,0.0069791666666666665,2.9492824074074075,40.854981365740755,45.85215983796298,18.0,99.9,17.14,117.04,2750.0,5000.0,0.14644565960355435,117.04,-0.2307,Q2,15+ days,Q3
e30a7c7a102b26de0c86e424f9eada78,c21ba0e1437939ee2572b055ac33a307,delivered,2017-09-24 18:37:18,2017-09-24 18:50:10,2017-09-26 11:44:31,2017-10-05 18:58:48,2017-10-17,0.008935185185185185,1.7044097222222223,9.301585648148148,11.014930555555555,-12.0,0,12.0,0.0,4.0,2017-10-06 00:00:00,2017-10-10 12:33:52,SP,santo andre,9260,214.44,2.0,2.0,credit_card,1.0,1.0,1,1,1,1,1,196.36,18.08,3400.0,12240.0,196.36,18.08,furniture_decor,214.44,0.0843126282409998,0,1,0,0,1,0.008935185185185185,1.7044097222222223,9.301585648148148,11.014930555555555,0.0,196.36,18.08,214.44,3400.0,12240.0,0.0843126282409998,214.44,-0.1104,Q3,On-time,Q5 High
9aee4ebad2ec4e0ac243cfd62de682e7,cc17e813b63c679d370ab359fc852e26,delivered,2017-03-19 08:00:10,2017-03-19 08:00:10,2017-03-20 10:38:13,2017-04-05 17:09:43,2017-04-10,0.0,1.1097569444444444,16.271875,17.381631944444443,-5.0,0,5.0,0.0,5.0,2017-04-06 00:00:00,2017-04-07 20:24:22,MG,teofilo otoni,39804,103.86,10.0,10.0,credit_card,1.0,1.0,1,1,1,1,1,84.99,18.87,2200.0,30000.0,84.99,18.87,housewares,103.86,0.18168688619295206,0,1,0,0,1,0.0,1.1097569444444444,16.271875,17.381631944444443,0.0,84.99,18.87,103.86,2200.0,30000.0,0.18168688619295206,103.86,0.3746,Q4 High,On-time,Q3
0b7a6fc05a25cefe1287ad5568d08c4f,2fb8001fa90031486a508d2796dcde4e,delivered,2018-05-02 13:13:49,2018-05-02 14:42:47,2018-05-09 14:11:00,2018-05-21 14:11:36,2018-05-24,0.061782407407407404,6.977928240740741,12.000416666666666,19.040127314814814,-3.0,0,3.0,0.0,4.0,2018-05-22 00:00:00,2018-05-22 18:05:09,SP,sao paulo,3047,152.75,1.0,1.0,credit_card,1.0,1.0,1,1,1,1,1,119.99,32.76,650.0,5700.0,119.99,32.76,health_beauty,152.75,0.21446808510638296,0,1,0,0,0,0.061782407407407404,6.977928240740741,12.000416666666666,19.040127314814814,0.0,119.99,32.76,152.75,650.0,5700.0,0.21446808510638296,152.75,-0.3034,Q1 Low,On-time,Q4
a301bbda1ee21ef8cd44542a96ebc42b,956315c42ba4d48828bda0aa5234b6bb,delivered,2018-01-23 11:04:39,2018-01-23 11:15:20,2018-01-23 21:45:15,2018-01-26 14:19:06,2018-02-20,0.007418981481481481,0.43744212962962964,2.690173611111111,3.135034722222222,-25.0,0,25.0,0.0,5.0,2018-01-27 00:00:00,2018-01-28 00:16:35,MG,caete,34800,163.79,3.0,3.0,credit_card,1.0,1.0,1,1,1,1,1,149.0,14.79,300.0,640.0,149.0,14.79,watches_gifts,163.79,0.09029855302521521,0,1,0,0,1,0.007418981481481481,0.43744212962962964,2.690173611111111,3.135034722222222,0.0,149.0,14.79,163.79,300.0,640.0,0.09029855302521521,163.79,-0.2414,Q2,On-time,Q4
405700c657d0b6fb125f7507a0bce1c7,26a7e6890b38bbe07024d793614d8e34,delivered,2017-09-06 13:36:57,2017-09-06 13:45:12,2017-09-11 20:27:37,2017-09-18 21:54:27,2017-09-25,0.005729166666666666,5.279456018518519,7.060300925925926,12.34548611111111,-7.0,0,7.0,0.0,5.0,2017-09-19 00:00:00,2017-09-21 09:29:04,RJ,rio de janeiro,23055,63.11,3.0,3.0,credit_card,1.0,1.0,1,1,1,1,1,48.0,15.11,575.0,3456.0,48.0,15.11,housewares,63.11,0.23942322928220566,0,1,0,0,1,0.005729166666666666,5.279456018518519,7.060300925925926,12.34548611111111,0.0,48.0,15.11,63.11,575.0,3456.0,0.23942322928220566,63.11,-0.2143,Q2,On-time,Q2
2a4afa0d6cc69510f96d2a3e8fae85cd,f80155d3a210401861200038cab0ef58,delivered,2018-01-12 13:27:09,2018-01-12 13:39:20,2018-01-13 02:33:19,2018-01-25 14:35:14,2018-02-09,0.008460648148148148,0.5374884259259259,12.501331018518519,13.047280092592592,-15.0,0,15.0,0.0,2.0,2018-01-26 00:00:00,2018-01-27 00:15:53,RJ,rio de janeiro,20031,157.76,2.0,2.0,credit_card,1.0,1.0,1,1,1,1,1,132.0,25.76,3700.0,7395.0,132.0,25.76,health_beauty,157.76,0.16328600405679516,1,0,0,0,1,0.008460648148148148,0.5374884259259259,12.501331018518519,13.047280092592592,0.0,132.0,25.76,157.76,3700.0,7395.0,0.16328600405679516,157.76,-0.1287,Q3,On-time,Q4
0afc9d224a6bcb1862f0d678183a5140,a8154b4451b0f7e908ff206120862ed3,delivered,2018-02-14 11:03:48,2018-02-14 11:15:29,2018-02-15 17:27:27,2018-02-28 22:27:08,2018-03-09,0.008113425925925927,1.2583101851851852,13.208113425925927,14.474537037037036,-9.0,0,9.0,0.0,5.0,2018-03-01 00:00:00,2018-03-05 11:31:06,MG,governador valadares,35032,377.99,3.0,3.0,credit_card,1.0,1.0,1,1,1,1,1,262.5,115.49,25850.0,147098.0,262.5,115.49,housewares,377.99,0.3055371835233736,0,1,0,0,1,0.008113425925925927,1.2583101851851852,13.208113425925927,14.474537037037036,0.0,262.5,104.11070000000008,377.99,22350.0,135176.6400000006,0.3055371835233736,377.99,1.3795,Q4 High,On-time,Q5 High
a748ecf209b624243632301df6c0fb6b,efad2f4f28b98cd11ce8d08cdb0ba510,delivered,2017-11-22 23:45:36,2017-11-24 03:11:28,2017-11-28 19:14:58,2017-12-12 23:13:23,2017-12-04,1.142962962962963,4.669097222222222,14.165567129629629,19.977627314814814,8.0,1,0.0,8.0,1.0,2017-12-08 00:00:00,2017-12-08 13:49:38,SP,sao paulo,4431,37.51,1.0,1.0,boleto,1.0,1.0,1,1,1,1,1,29.4,8.11,150.0,640.0,29.4,8.11,unknown,37.51,0.21620901093041855,1,0,0,0,0,1.142962962962963,4.669097222222222,14.165567129629629,19.977627314814814,8.0,29.4,8.11,37.51,150.0,640.0,0.21620901093041855,37.51,-0.3523,Q1 Low,8-15 days,Q1
8624ba83187b6280c6d8b7664a5f5607,ed28bfc3a8769a51f2b064265f86f364,delivered,2018-04-05 18:46:12,2018-04-05 19:09:27,2018-04-06 23:43:24,2018-04-20 16:12:28,2018-05-03,0.016145833333333335,1.1902430555555557,13.686851851851852,14.89324074074074,-13.0,0,13.0,0.0,5.0,2018-04-21 00:00:00,2018-04-24 15:12:54,BA,juazeiro,48901,72.05,1.0,1.0,credit_card,1.0,1.0,1,1,1,1,1,49.99,22.06,250.0,3328.0,49.99,22.06,pet_shop,72.05,0.30617626648161,0,1,0,0,0,0.016145833333333335,1.1902430555555557,13.686851851851852,14.89324074074074,0.0,49.99,22.06,72.05,250.0,3328.0,0.30617626648161,72.05,-0.3324,Q1 Low,On-time,Q2
3a65b9bc5c2434a4c2675629a610d768,129a8d86ce85eb3406dcfa7d7dcfe22a,delivered,2018-04-03 15:38:25,2018-04-03 17:10:43,2018-04-05 00:17:43,2018-04-07 15:17:24,2018-04-13,0.06409722222222222,1.2965277777777777,2.6247800925925926,3.985405092592593,-6.0,0,6.0,0.0,5.0,2018-04-08 00:00:00,2018-04-10 11:20:28,SP,salto,13327,38.29,1.0,1.0,credit_card,1.0,1.0,1,1,1,1,1,30.9,7.39,450.0,3375.0,30.9,7.39,toys,38.29,0.19300078349438496,0,1,0,0,0,0.06409722222222222,1.2965277777777777,2.6247800925925926,3.985405092592593,0.0,30.9,7.39,38.29,450.0,3375.0,0.19300078349438496,38.29,-0.3248,Q1 Low,On-time,Q1
1fa227c2175161fa52871ff9113080f5,afcc64cd0cb57207266be44768e4da76,delivered,2017-07-31 16:29:22,2017-07-31 16:45:17,2017-08-03 10:22:16,2017-08-15 16:16:04,2017-08-24,0.01105324074074074,2.7340162037037037,12.245694444444444,14.990763888888889,-9.0,0,9.0,0.0,4.0,2017-08-16 00:00:00,2017-08-17 13:15:57,DF,brasilia,70833,148.06,2.0,2.0,credit_card,1.0,1.0,1,1,1,1,1,129.9,18.16,1700.0,4250.0,129.9,18.16,fashio_female_clothing,148.06,0.12265297852222072,0,1,0,0,1,0.01105324074074074,2.7340162037037037,12.245694444444444,14.990763888888889,0.0,129.9,18.16,148.06,1700.0,4250.0,0.12265297852222072,148.06,-0.221,Q2,On-time,Q4
9d525e537711d24dba959b750dd6fbbc,4bcfea5b436d2fce8a78497c515a56e4,delivered,2018-07-23 10:51:17,2018-07-23 13:24:29,2018-07-31 14:27:00,2018-08-07 18:33:02,2018-08-06,0.1063888888888889,8.043414351851851,7.170856481481482,15.320659722222222,1.0,1,0.0,1.0,5.0,2018-08-08 00:00:00,2018-08-10 12:02:37,SP,pirassununga,13635,267.0,1.0,1.0,credit_card,1.0,1.0,2,1,1,1,1,240.0,27.0,600.0,4284.0,120.0,13.5,health_beauty,267.0,0.10112359550561797,0,1,0,1,0,0.1063888888888889,8.043414351851851,7.170856481481482,15.320659722222222,1.0,240.0,27.0,267.0,600.0,4284.0,0.10112359550561797,267.0,-0.0463,Q3,1 day,Q5 High
2d8f8f85abccae68275f423d878f2b7e,8ca53db6e60cffad03828535d1fcc1a2,delivered,2018-02-27 08:31:17,2018-02-28 09:56:35,2018-03-06 22:33:27,2018-03-23 14:34:43,2018-04-04,1.059236111111111,6.525601851851852,16.667546296296297,24.25238425925926,-12.0,0,12.0,0.0,3.0,2018-03-24 00:00:00,2018-03-26 19:52:09,MG,belo horizonte,31710,78.09,1.0,1.0,boleto,1.0,1.0,1,1,1,1,1,61.9,16.19,156.0,3240.0,61.9,16.19,computers_accessories,78.09,0.20732488154693304,0,0,0,0,0,1.059236111111111,6.525601851851852,16.667546296296297,24.25238425925926,0.0,61.9,16.19,78.09,156.0,3240.0,0.20732488154693304,78.09,-0.3364,Q1 Low,On-time,Q2
